"kode_produk","tgl_berlaku","kode_cabang","harga_berlaku_cabang","modal_cabang","biaya_cabang"
PROD-0000020,"2008-03-31 00:00:00",CABANG-065,5330,5040,130
PROD-0000021,"2008-03-31 00:00:00",CABANG-065,12090,11550,90
PROD-0000022,"2008-03-31 00:00:00",CABANG-065,71550,67320,1720
PROD-0000023,"2008-03-31 00:00:00",CABANG-065,14260,13530,30
PROD-0000024,"2008-03-31 00:00:00",CABANG-065,15140,14380,30
PROD-0000025,"2008-03-31 00:00:00",CABANG-065,10010,9510,210
PROD-0000026,"2008-03-31 00:00:00",CABANG-065,890,850,10
PROD-0000027,"2008-03-31 00:00:00",CABANG-065,12360,11720,10
PROD-0000028,"2008-03-31 00:00:00",CABANG-065,55560,52790,1280
PROD-0000029,"2008-03-31 00:00:00",CABANG-065,6120,5860,150
PROD-0000030,"2008-03-31 00:00:00",CABANG-065,4030,3820,80
PROD-0000031,"2008-03-31 00:00:00",CABANG-065,18150,17190,100
PROD-0000032,"2008-03-31 00:00:00",CABANG-065,5090,4840,0
PROD-0000033,"2008-03-31 00:00:00",CABANG-065,15680,14820,240
PROD-0000034,"2008-03-31 00:00:00",CABANG-065,20280,19410,270
PROD-0000035,"2008-03-31 00:00:00",CABANG-065,6040,5780,120
PROD-0000036,"2008-03-31 00:00:00",CABANG-065,30470,29130,260
PROD-0000037,"2008-03-31 00:00:00",CABANG-065,5040,4780,70
PROD-0000038,"2008-03-31 00:00:00",CABANG-065,6130,5840,30
PROD-0000039,"2008-03-31 00:00:00",CABANG-065,5460,5180,90
PROD-0000040,"2008-03-31 00:00:00",CABANG-065,15070,14460,170
PROD-0000041,"2008-03-31 00:00:00",CABANG-065,13300,12630,250
PROD-0000001,"2008-04-01 00:00:00",CABANG-065,11440,10850,230
PROD-0000002,"2008-04-01 00:00:00",CABANG-065,4270,4050,20
PROD-0000003,"2008-04-01 00:00:00",CABANG-065,6240,5930,70
PROD-0000004,"2008-04-01 00:00:00",CABANG-065,8230,7840,30
PROD-0000005,"2008-04-01 00:00:00",CABANG-065,7140,6780,100
PROD-0000006,"2008-04-01 00:00:00",CABANG-065,8130,7730,120
PROD-0000007,"2008-04-01 00:00:00",CABANG-065,4650,4380,90
PROD-0000008,"2008-04-01 00:00:00",CABANG-065,1070,1020,20
PROD-0000009,"2008-04-01 00:00:00",CABANG-065,4790,4550,80
PROD-0000010,"2008-04-01 00:00:00",CABANG-065,1110,1060,10
PROD-0000011,"2008-04-01 00:00:00",CABANG-065,1220,1150,0
PROD-0000012,"2008-04-01 00:00:00",CABANG-065,3520,3330,80
PROD-0000013,"2008-04-01 00:00:00",CABANG-065,12500,11880,190
PROD-0000014,"2008-04-01 00:00:00",CABANG-065,11740,11080,40
PROD-0000015,"2008-04-01 00:00:00",CABANG-065,19140,18000,340
PROD-0000016,"2008-04-01 00:00:00",CABANG-065,98130,92440,2360
PROD-0000017,"2008-04-01 00:00:00",CABANG-065,1240,1170,10
PROD-0000018,"2008-04-01 00:00:00",CABANG-065,9040,8590,160
PROD-0000019,"2008-04-01 00:00:00",CABANG-065,6050,5750,20
PROD-0000020,"2008-04-01 00:00:00",CABANG-065,5340,5070,50
PROD-0000021,"2008-04-01 00:00:00",CABANG-065,12180,11570,180
PROD-0000022,"2008-04-01 00:00:00",CABANG-065,72260,68280,790
PROD-0000023,"2008-04-01 00:00:00",CABANG-065,14440,13720,240
PROD-0000024,"2008-04-01 00:00:00",CABANG-065,15130,14470,180
PROD-0000025,"2008-04-01 00:00:00",CABANG-065,10090,9590,70
PROD-0000026,"2008-04-01 00:00:00",CABANG-065,890,850,0
PROD-0000027,"2008-04-01 00:00:00",CABANG-065,12150,11480,260
PROD-0000028,"2008-04-01 00:00:00",CABANG-065,55680,52570,170
PROD-0000029,"2008-04-01 00:00:00",CABANG-065,6140,5890,100
PROD-0000030,"2008-04-01 00:00:00",CABANG-065,4050,3840,20
PROD-0000031,"2008-04-01 00:00:00",CABANG-065,18000,17030,400
PROD-0000032,"2008-04-01 00:00:00",CABANG-065,5070,4820,30
PROD-0000033,"2008-04-01 00:00:00",CABANG-065,15770,15070,390
PROD-0000034,"2008-04-01 00:00:00",CABANG-065,20220,19160,80
PROD-0000035,"2008-04-01 00:00:00",CABANG-065,6020,5770,80
PROD-0000036,"2008-04-01 00:00:00",CABANG-065,30560,28840,30
PROD-0000037,"2008-04-01 00:00:00",CABANG-065,5080,4830,80
PROD-0000038,"2008-04-01 00:00:00",CABANG-065,6060,5800,70
PROD-0000039,"2008-04-01 00:00:00",CABANG-065,5550,5270,90
PROD-0000040,"2008-04-01 00:00:00",CABANG-065,15140,14290,270
PROD-0000041,"2008-04-01 00:00:00",CABANG-065,13560,12930,230
PROD-0000001,"2008-04-02 00:00:00",CABANG-065,11410,10890,220
PROD-0000002,"2008-04-02 00:00:00",CABANG-065,4280,4040,0
PROD-0000003,"2008-04-02 00:00:00",CABANG-065,6260,5980,40
PROD-0000004,"2008-04-02 00:00:00",CABANG-065,8090,7690,130
PROD-0000005,"2008-04-02 00:00:00",CABANG-065,7180,6820,110
PROD-0000006,"2008-04-02 00:00:00",CABANG-065,8220,7850,70
PROD-0000007,"2008-04-02 00:00:00",CABANG-065,4640,4430,10
PROD-0000008,"2008-04-02 00:00:00",CABANG-065,1090,1040,10
PROD-0000009,"2008-04-02 00:00:00",CABANG-065,4820,4580,30
PROD-0000010,"2008-04-02 00:00:00",CABANG-065,1120,1070,10
PROD-0000011,"2008-04-02 00:00:00",CABANG-065,1200,1140,20
PROD-0000012,"2008-04-02 00:00:00",CABANG-065,3560,3390,50
PROD-0000013,"2008-04-02 00:00:00",CABANG-065,12360,11770,70
PROD-0000014,"2008-04-02 00:00:00",CABANG-065,11660,11080,100
PROD-0000015,"2008-04-02 00:00:00",CABANG-065,19180,18070,230
PROD-0000016,"2008-04-02 00:00:00",CABANG-065,97740,92480,930
PROD-0000017,"2008-04-02 00:00:00",CABANG-065,1230,1160,0
PROD-0000018,"2008-04-02 00:00:00",CABANG-065,8830,8390,180
PROD-0000019,"2008-04-02 00:00:00",CABANG-065,6140,5810,50
PROD-0000020,"2008-04-02 00:00:00",CABANG-065,5300,5060,80
PROD-0000021,"2008-04-02 00:00:00",CABANG-065,12150,11540,100
PROD-0000022,"2008-04-02 00:00:00",CABANG-065,72260,68480,690
PROD-0000023,"2008-04-02 00:00:00",CABANG-065,14620,13880,180
PROD-0000024,"2008-04-02 00:00:00",CABANG-065,15070,14200,120
PROD-0000025,"2008-04-02 00:00:00",CABANG-065,9990,9550,200
PROD-0000026,"2008-04-02 00:00:00",CABANG-065,920,870,20
PROD-0000027,"2008-04-02 00:00:00",CABANG-065,12180,11450,20
PROD-0000028,"2008-04-02 00:00:00",CABANG-065,55900,53110,890
PROD-0000029,"2008-04-02 00:00:00",CABANG-065,6210,5960,60
PROD-0000030,"2008-04-02 00:00:00",CABANG-065,4010,3840,0
PROD-0000031,"2008-04-02 00:00:00",CABANG-065,18110,17200,410
PROD-0000032,"2008-04-02 00:00:00",CABANG-065,5130,4900,60
PROD-0000033,"2008-04-02 00:00:00",CABANG-065,15580,14800,190
PROD-0000034,"2008-04-02 00:00:00",CABANG-065,20260,19440,280
PROD-0000035,"2008-04-02 00:00:00",CABANG-065,6060,5760,60
PROD-0000036,"2008-04-02 00:00:00",CABANG-065,31230,29500,640
PROD-0000037,"2008-04-02 00:00:00",CABANG-065,5150,4890,120
PROD-0000038,"2008-04-02 00:00:00",CABANG-065,5980,5730,80
PROD-0000039,"2008-04-02 00:00:00",CABANG-065,5510,5210,60
PROD-0000040,"2008-04-02 00:00:00",CABANG-065,14960,14250,310
PROD-0000041,"2008-04-02 00:00:00",CABANG-065,13500,12740,130
PROD-0000001,"2008-04-03 00:00:00",CABANG-065,11210,10650,50
PROD-0000002,"2008-04-03 00:00:00",CABANG-065,4310,4070,70
PROD-0000003,"2008-04-03 00:00:00",CABANG-065,6320,6020,100
PROD-0000004,"2008-04-03 00:00:00",CABANG-065,8110,7790,100
PROD-0000005,"2008-04-03 00:00:00",CABANG-065,7170,6780,90
PROD-0000006,"2008-04-03 00:00:00",CABANG-065,8150,7790,10
PROD-0000007,"2008-04-03 00:00:00",CABANG-065,4700,4470,0
PROD-0000008,"2008-04-03 00:00:00",CABANG-065,1090,1040,20
PROD-0000009,"2008-04-03 00:00:00",CABANG-065,4760,4520,20
PROD-0000010,"2008-04-03 00:00:00",CABANG-065,1100,1040,30
PROD-0000011,"2008-04-03 00:00:00",CABANG-065,1230,1180,30
PROD-0000012,"2008-04-03 00:00:00",CABANG-065,3580,3430,10
PROD-0000013,"2008-04-03 00:00:00",CABANG-065,12610,11950,70
PROD-0000014,"2008-04-03 00:00:00",CABANG-065,11670,11130,160
PROD-0000015,"2008-04-03 00:00:00",CABANG-065,19440,18450,410
PROD-0000016,"2008-04-03 00:00:00",CABANG-065,99510,94540,50
PROD-0000017,"2008-04-03 00:00:00",CABANG-065,1220,1150,30
PROD-0000018,"2008-04-03 00:00:00",CABANG-065,8810,8300,90
PROD-0000019,"2008-04-03 00:00:00",CABANG-065,6070,5730,70
PROD-0000020,"2008-04-03 00:00:00",CABANG-065,5360,5110,60
PROD-0000021,"2008-04-03 00:00:00",CABANG-065,12030,11510,110
PROD-0000022,"2008-04-03 00:00:00",CABANG-065,73130,69470,150
PROD-0000023,"2008-04-03 00:00:00",CABANG-065,14650,13840,340
PROD-0000024,"2008-04-03 00:00:00",CABANG-065,15100,14340,170
PROD-0000025,"2008-04-03 00:00:00",CABANG-065,10090,9650,50
PROD-0000026,"2008-04-03 00:00:00",CABANG-065,910,860,20
PROD-0000027,"2008-04-03 00:00:00",CABANG-065,12200,11520,80
PROD-0000028,"2008-04-03 00:00:00",CABANG-065,55570,52790,1000
PROD-0000029,"2008-04-03 00:00:00",CABANG-065,6260,5950,30
PROD-0000030,"2008-04-03 00:00:00",CABANG-065,4100,3870,20
PROD-0000031,"2008-04-03 00:00:00",CABANG-065,18040,17090,60
PROD-0000032,"2008-04-03 00:00:00",CABANG-065,5050,4780,30
PROD-0000033,"2008-04-03 00:00:00",CABANG-065,15930,15060,300
PROD-0000034,"2008-04-03 00:00:00",CABANG-065,20260,19300,30
PROD-0000035,"2008-04-03 00:00:00",CABANG-065,6140,5830,140
PROD-0000036,"2008-04-03 00:00:00",CABANG-065,30490,29110,640
PROD-0000037,"2008-04-03 00:00:00",CABANG-065,5070,4770,110
PROD-0000038,"2008-04-03 00:00:00",CABANG-065,6010,5710,60
PROD-0000039,"2008-04-03 00:00:00",CABANG-065,5480,5190,70
PROD-0000040,"2008-04-03 00:00:00",CABANG-065,15050,14340,200
PROD-0000041,"2008-04-03 00:00:00",CABANG-065,13470,12820,70
PROD-0000001,"2008-04-04 00:00:00",CABANG-065,11390,10870,210
PROD-0000002,"2008-04-04 00:00:00",CABANG-065,4230,4010,50
PROD-0000003,"2008-04-04 00:00:00",CABANG-065,6330,6020,100
PROD-0000004,"2008-04-04 00:00:00",CABANG-065,8070,7670,100
PROD-0000005,"2008-04-04 00:00:00",CABANG-065,7200,6840,30
PROD-0000006,"2008-04-04 00:00:00",CABANG-065,8210,7800,100
PROD-0000007,"2008-04-04 00:00:00",CABANG-065,4640,4370,80
PROD-0000008,"2008-04-04 00:00:00",CABANG-065,1080,1030,30
PROD-0000009,"2008-04-04 00:00:00",CABANG-065,4880,4600,60
PROD-0000010,"2008-04-04 00:00:00",CABANG-065,1090,1030,10
PROD-0000011,"2008-04-04 00:00:00",CABANG-065,1200,1150,20
PROD-0000012,"2008-04-04 00:00:00",CABANG-065,3520,3340,90
PROD-0000013,"2008-04-04 00:00:00",CABANG-065,12430,11810,10
PROD-0000014,"2008-04-04 00:00:00",CABANG-065,11710,11120,130
PROD-0000015,"2008-04-04 00:00:00",CABANG-065,19020,18070,290
PROD-0000016,"2008-04-04 00:00:00",CABANG-065,98520,92860,1430
PROD-0000017,"2008-04-04 00:00:00",CABANG-065,1240,1190,20
PROD-0000018,"2008-04-04 00:00:00",CABANG-065,8870,8380,130
PROD-0000019,"2008-04-04 00:00:00",CABANG-065,6090,5810,0
PROD-0000020,"2008-04-04 00:00:00",CABANG-065,5360,5090,100
PROD-0000021,"2008-04-04 00:00:00",CABANG-065,12100,11530,240
PROD-0000022,"2008-04-04 00:00:00",CABANG-065,71120,68010,1740
PROD-0000023,"2008-04-04 00:00:00",CABANG-065,14360,13710,20
PROD-0000024,"2008-04-04 00:00:00",CABANG-065,15220,14460,20
PROD-0000025,"2008-04-04 00:00:00",CABANG-065,10270,9700,90
PROD-0000026,"2008-04-04 00:00:00",CABANG-065,910,870,10
PROD-0000027,"2008-04-04 00:00:00",CABANG-065,12230,11610,170
PROD-0000028,"2008-04-04 00:00:00",CABANG-065,56340,53700,1100
PROD-0000029,"2008-04-04 00:00:00",CABANG-065,6160,5810,150
PROD-0000030,"2008-04-04 00:00:00",CABANG-065,4060,3880,50
PROD-0000031,"2008-04-04 00:00:00",CABANG-065,18300,17380,130
PROD-0000032,"2008-04-04 00:00:00",CABANG-065,5040,4740,80
PROD-0000033,"2008-04-04 00:00:00",CABANG-065,15590,14900,250
PROD-0000034,"2008-04-04 00:00:00",CABANG-065,20020,18930,340
PROD-0000035,"2008-04-04 00:00:00",CABANG-065,6010,5730,20
PROD-0000036,"2008-04-04 00:00:00",CABANG-065,30980,29740,740
PROD-0000037,"2008-04-04 00:00:00",CABANG-065,5070,4820,40
PROD-0000038,"2008-04-04 00:00:00",CABANG-065,6020,5720,10
PROD-0000039,"2008-04-04 00:00:00",CABANG-065,5530,5250,0
PROD-0000040,"2008-04-04 00:00:00",CABANG-065,14870,14160,190
PROD-0000041,"2008-04-04 00:00:00",CABANG-065,13420,12750,130
PROD-0000001,"2008-04-05 00:00:00",CABANG-065,11370,10800,180
PROD-0000002,"2008-04-05 00:00:00",CABANG-065,4270,4060,100
PROD-0000003,"2008-04-05 00:00:00",CABANG-065,6230,5900,100
PROD-0000004,"2008-04-05 00:00:00",CABANG-065,8060,7650,140
PROD-0000005,"2008-04-05 00:00:00",CABANG-065,7210,6870,150
PROD-0000006,"2008-04-05 00:00:00",CABANG-065,8210,7800,200
PROD-0000007,"2008-04-05 00:00:00",CABANG-065,4630,4390,90
PROD-0000008,"2008-04-05 00:00:00",CABANG-065,1080,1020,20
PROD-0000009,"2008-04-05 00:00:00",CABANG-065,4830,4590,50
PROD-0000010,"2008-04-05 00:00:00",CABANG-065,1100,1050,20
PROD-0000011,"2008-04-05 00:00:00",CABANG-065,1200,1130,10
PROD-0000012,"2008-04-05 00:00:00",CABANG-065,3570,3410,80
PROD-0000013,"2008-04-05 00:00:00",CABANG-065,12520,11810,120
PROD-0000014,"2008-04-05 00:00:00",CABANG-065,11640,11060,130
PROD-0000015,"2008-04-05 00:00:00",CABANG-065,19360,18390,110
PROD-0000016,"2008-04-05 00:00:00",CABANG-065,97740,93300,2250
PROD-0000017,"2008-04-05 00:00:00",CABANG-065,1240,1180,20
PROD-0000018,"2008-04-05 00:00:00",CABANG-065,8960,8470,60
PROD-0000019,"2008-04-05 00:00:00",CABANG-065,6110,5850,100
PROD-0000020,"2008-04-05 00:00:00",CABANG-065,5390,5130,10
PROD-0000021,"2008-04-05 00:00:00",CABANG-065,12150,11560,10
PROD-0000022,"2008-04-05 00:00:00",CABANG-065,72690,68750,1240
PROD-0000023,"2008-04-05 00:00:00",CABANG-065,14470,13750,80
PROD-0000024,"2008-04-05 00:00:00",CABANG-065,15310,14630,150
PROD-0000025,"2008-04-05 00:00:00",CABANG-065,10250,9780,210
PROD-0000026,"2008-04-05 00:00:00",CABANG-065,910,850,10
PROD-0000027,"2008-04-05 00:00:00",CABANG-065,12230,11610,30
PROD-0000028,"2008-04-05 00:00:00",CABANG-065,56130,53580,790
PROD-0000029,"2008-04-05 00:00:00",CABANG-065,6220,5970,50
PROD-0000030,"2008-04-05 00:00:00",CABANG-065,4060,3890,90
PROD-0000031,"2008-04-05 00:00:00",CABANG-065,18180,17270,240
PROD-0000032,"2008-04-05 00:00:00",CABANG-065,5140,4850,50
PROD-0000033,"2008-04-05 00:00:00",CABANG-065,15900,15100,140
PROD-0000034,"2008-04-05 00:00:00",CABANG-065,20460,19360,240
PROD-0000035,"2008-04-05 00:00:00",CABANG-065,6040,5740,110
PROD-0000036,"2008-04-05 00:00:00",CABANG-065,30310,28790,80
PROD-0000037,"2008-04-05 00:00:00",CABANG-065,5110,4850,60
PROD-0000038,"2008-04-05 00:00:00",CABANG-065,6020,5720,150
PROD-0000039,"2008-04-05 00:00:00",CABANG-065,5500,5220,100
PROD-0000040,"2008-04-05 00:00:00",CABANG-065,15020,14190,130
PROD-0000041,"2008-04-05 00:00:00",CABANG-065,13370,12660,170
PROD-0000001,"2008-04-06 00:00:00",CABANG-065,11460,10790,240
PROD-0000002,"2008-04-06 00:00:00",CABANG-065,4210,4010,70
PROD-0000003,"2008-04-06 00:00:00",CABANG-065,6340,6040,80
PROD-0000004,"2008-04-06 00:00:00",CABANG-065,8160,7770,200
PROD-0000005,"2008-04-06 00:00:00",CABANG-065,7220,6800,90
PROD-0000006,"2008-04-06 00:00:00",CABANG-065,8240,7840,120
PROD-0000007,"2008-04-06 00:00:00",CABANG-065,4670,4400,100
PROD-0000008,"2008-04-06 00:00:00",CABANG-065,1080,1020,20
PROD-0000009,"2008-04-06 00:00:00",CABANG-065,4800,4530,110
PROD-0000010,"2008-04-06 00:00:00",CABANG-065,1100,1040,0
PROD-0000011,"2008-04-06 00:00:00",CABANG-065,1220,1160,30
PROD-0000012,"2008-04-06 00:00:00",CABANG-065,3560,3380,20
PROD-0000013,"2008-04-06 00:00:00",CABANG-065,12580,11900,110
PROD-0000014,"2008-04-06 00:00:00",CABANG-065,11830,11350,140
PROD-0000015,"2008-04-06 00:00:00",CABANG-065,19630,18660,290
PROD-0000016,"2008-04-06 00:00:00",CABANG-065,99120,94260,2380
PROD-0000017,"2008-04-06 00:00:00",CABANG-065,1220,1170,30
PROD-0000018,"2008-04-06 00:00:00",CABANG-065,8960,8490,40
PROD-0000019,"2008-04-06 00:00:00",CABANG-065,6060,5760,90
PROD-0000020,"2008-04-06 00:00:00",CABANG-065,5380,5110,80
PROD-0000021,"2008-04-06 00:00:00",CABANG-065,12290,11590,140
PROD-0000022,"2008-04-06 00:00:00",CABANG-065,72700,68520,510
PROD-0000023,"2008-04-06 00:00:00",CABANG-065,14500,13860,100
PROD-0000024,"2008-04-06 00:00:00",CABANG-065,14950,14200,140
PROD-0000025,"2008-04-06 00:00:00",CABANG-065,10090,9650,20
PROD-0000026,"2008-04-06 00:00:00",CABANG-065,900,860,10
PROD-0000027,"2008-04-06 00:00:00",CABANG-065,12180,11650,210
PROD-0000028,"2008-04-06 00:00:00",CABANG-065,55560,52780,1170
PROD-0000029,"2008-04-06 00:00:00",CABANG-065,6250,5930,140
PROD-0000030,"2008-04-06 00:00:00",CABANG-065,4110,3940,40
PROD-0000031,"2008-04-06 00:00:00",CABANG-065,18330,17580,340
PROD-0000032,"2008-04-06 00:00:00",CABANG-065,5000,4750,20
PROD-0000033,"2008-04-06 00:00:00",CABANG-065,15710,14920,150
PROD-0000034,"2008-04-06 00:00:00",CABANG-065,20380,19270,200
PROD-0000035,"2008-04-06 00:00:00",CABANG-065,6050,5710,110
PROD-0000036,"2008-04-06 00:00:00",CABANG-065,31050,29490,560
PROD-0000037,"2008-04-06 00:00:00",CABANG-065,5050,4760,120
PROD-0000038,"2008-04-06 00:00:00",CABANG-065,6090,5760,150
PROD-0000039,"2008-04-06 00:00:00",CABANG-065,5530,5260,80
PROD-0000040,"2008-04-06 00:00:00",CABANG-065,15080,14330,60
PROD-0000041,"2008-04-06 00:00:00",CABANG-065,13150,12500,210
PROD-0000001,"2008-04-07 00:00:00",CABANG-065,11210,10580,170
PROD-0000002,"2008-04-07 00:00:00",CABANG-065,4190,3990,20
PROD-0000003,"2008-04-07 00:00:00",CABANG-065,6280,5990,140
PROD-0000004,"2008-04-07 00:00:00",CABANG-065,8150,7790,110
PROD-0000005,"2008-04-07 00:00:00",CABANG-065,7120,6710,40
PROD-0000006,"2008-04-07 00:00:00",CABANG-065,8110,7760,110
PROD-0000007,"2008-04-07 00:00:00",CABANG-065,4670,4440,20
PROD-0000008,"2008-04-07 00:00:00",CABANG-065,1090,1040,10
PROD-0000009,"2008-04-07 00:00:00",CABANG-065,4830,4590,0
PROD-0000010,"2008-04-07 00:00:00",CABANG-065,1120,1070,20
PROD-0000011,"2008-04-07 00:00:00",CABANG-065,1210,1150,0
PROD-0000012,"2008-04-07 00:00:00",CABANG-065,3530,3360,30
PROD-0000013,"2008-04-07 00:00:00",CABANG-065,12550,11930,190
PROD-0000014,"2008-04-07 00:00:00",CABANG-065,11750,11240,90
PROD-0000015,"2008-04-07 00:00:00",CABANG-065,19330,18400,370
PROD-0000016,"2008-04-07 00:00:00",CABANG-065,98920,93980,1830
PROD-0000017,"2008-04-07 00:00:00",CABANG-065,1240,1180,10
PROD-0000018,"2008-04-07 00:00:00",CABANG-065,8970,8520,120
PROD-0000019,"2008-04-07 00:00:00",CABANG-065,6170,5850,130
PROD-0000020,"2008-04-07 00:00:00",CABANG-065,5390,5100,110
PROD-0000021,"2008-04-07 00:00:00",CABANG-065,12200,11520,220
PROD-0000022,"2008-04-07 00:00:00",CABANG-065,72120,68510,360
PROD-0000023,"2008-04-07 00:00:00",CABANG-065,14470,13750,190
PROD-0000024,"2008-04-07 00:00:00",CABANG-065,15250,14490,300
PROD-0000025,"2008-04-07 00:00:00",CABANG-065,10270,9760,140
PROD-0000026,"2008-04-07 00:00:00",CABANG-065,900,860,10
PROD-0000027,"2008-04-07 00:00:00",CABANG-065,12230,11610,240
PROD-0000028,"2008-04-07 00:00:00",CABANG-065,55340,52580,1000
PROD-0000029,"2008-04-07 00:00:00",CABANG-065,6200,5900,80
PROD-0000030,"2008-04-07 00:00:00",CABANG-065,4110,3870,70
PROD-0000031,"2008-04-07 00:00:00",CABANG-065,18040,17140,210
PROD-0000032,"2008-04-07 00:00:00",CABANG-065,5060,4810,70
PROD-0000033,"2008-04-07 00:00:00",CABANG-065,15680,14900,30
PROD-0000034,"2008-04-07 00:00:00",CABANG-065,20020,18920,30
PROD-0000035,"2008-04-07 00:00:00",CABANG-065,5990,5720,90
PROD-0000036,"2008-04-07 00:00:00",CABANG-065,31050,29670,80
PROD-0000037,"2008-04-07 00:00:00",CABANG-065,5050,4800,110
PROD-0000038,"2008-04-07 00:00:00",CABANG-065,6100,5820,90
PROD-0000039,"2008-04-07 00:00:00",CABANG-065,5490,5210,60
PROD-0000040,"2008-04-07 00:00:00",CABANG-065,15020,14340,240
PROD-0000041,"2008-04-07 00:00:00",CABANG-065,13370,12720,170
PROD-0000001,"2008-04-08 00:00:00",CABANG-065,11280,10750,210
PROD-0000002,"2008-04-08 00:00:00",CABANG-065,4240,4030,30
PROD-0000003,"2008-04-08 00:00:00",CABANG-065,6390,6040,60
PROD-0000004,"2008-04-08 00:00:00",CABANG-065,8150,7740,100
PROD-0000005,"2008-04-08 00:00:00",CABANG-065,7200,6880,90
PROD-0000006,"2008-04-08 00:00:00",CABANG-065,8130,7740,40
PROD-0000007,"2008-04-08 00:00:00",CABANG-065,4660,4420,110
PROD-0000008,"2008-04-08 00:00:00",CABANG-065,1090,1040,10
PROD-0000009,"2008-04-08 00:00:00",CABANG-065,4800,4530,40
PROD-0000010,"2008-04-08 00:00:00",CABANG-065,1100,1040,10
PROD-0000011,"2008-04-08 00:00:00",CABANG-065,1210,1160,30
PROD-0000012,"2008-04-08 00:00:00",CABANG-065,3580,3380,60
PROD-0000013,"2008-04-08 00:00:00",CABANG-065,12570,11870,300
PROD-0000014,"2008-04-08 00:00:00",CABANG-065,11690,11040,270
PROD-0000015,"2008-04-08 00:00:00",CABANG-065,19600,18620,40
PROD-0000016,"2008-04-08 00:00:00",CABANG-065,99910,95490,1600
PROD-0000017,"2008-04-08 00:00:00",CABANG-065,1210,1150,10
PROD-0000018,"2008-04-08 00:00:00",CABANG-065,8970,8470,40
PROD-0000019,"2008-04-08 00:00:00",CABANG-065,6080,5830,120
PROD-0000020,"2008-04-08 00:00:00",CABANG-065,5390,5080,130
PROD-0000021,"2008-04-08 00:00:00",CABANG-065,12120,11580,70
PROD-0000022,"2008-04-08 00:00:00",CABANG-065,72560,68430,690
PROD-0000023,"2008-04-08 00:00:00",CABANG-065,14590,13960,180
PROD-0000024,"2008-04-08 00:00:00",CABANG-065,15070,14430,230
PROD-0000025,"2008-04-08 00:00:00",CABANG-065,10030,9430,100
PROD-0000026,"2008-04-08 00:00:00",CABANG-065,900,850,0
PROD-0000027,"2008-04-08 00:00:00",CABANG-065,12150,11480,190
PROD-0000028,"2008-04-08 00:00:00",CABANG-065,55460,53060,670
PROD-0000029,"2008-04-08 00:00:00",CABANG-065,6090,5730,80
PROD-0000030,"2008-04-08 00:00:00",CABANG-065,4100,3890,30
PROD-0000031,"2008-04-08 00:00:00",CABANG-065,18150,17220,170
PROD-0000032,"2008-04-08 00:00:00",CABANG-065,5080,4790,10
PROD-0000033,"2008-04-08 00:00:00",CABANG-065,15650,14800,380
PROD-0000034,"2008-04-08 00:00:00",CABANG-065,20300,19440,190
PROD-0000035,"2008-04-08 00:00:00",CABANG-065,6030,5730,80
PROD-0000036,"2008-04-08 00:00:00",CABANG-065,30860,29320,280
PROD-0000037,"2008-04-08 00:00:00",CABANG-065,5080,4800,60
PROD-0000038,"2008-04-08 00:00:00",CABANG-065,6140,5870,10
PROD-0000039,"2008-04-08 00:00:00",CABANG-065,5490,5210,120
PROD-0000040,"2008-04-08 00:00:00",CABANG-065,15050,14420,250
PROD-0000041,"2008-04-08 00:00:00",CABANG-065,13420,12750,130
PROD-0000001,"2008-04-09 00:00:00",CABANG-065,11410,10840,150
PROD-0000002,"2008-04-09 00:00:00",CABANG-065,4210,3990,70
PROD-0000003,"2008-04-09 00:00:00",CABANG-065,6340,6020,60
PROD-0000004,"2008-04-09 00:00:00",CABANG-065,8190,7830,110
PROD-0000005,"2008-04-09 00:00:00",CABANG-065,7160,6810,170
PROD-0000006,"2008-04-09 00:00:00",CABANG-065,8130,7640,180
PROD-0000007,"2008-04-09 00:00:00",CABANG-065,4700,4470,30
PROD-0000008,"2008-04-09 00:00:00",CABANG-065,1070,1020,10
PROD-0000009,"2008-04-09 00:00:00",CABANG-065,4780,4540,110
PROD-0000010,"2008-04-09 00:00:00",CABANG-065,1130,1060,10
PROD-0000011,"2008-04-09 00:00:00",CABANG-065,1200,1130,10
PROD-0000012,"2008-04-09 00:00:00",CABANG-065,3500,3300,20
PROD-0000013,"2008-04-09 00:00:00",CABANG-065,12480,11970,220
PROD-0000014,"2008-04-09 00:00:00",CABANG-065,11830,11180,210
PROD-0000015,"2008-04-09 00:00:00",CABANG-065,19180,18110,270
PROD-0000016,"2008-04-09 00:00:00",CABANG-065,99520,94540,700
PROD-0000017,"2008-04-09 00:00:00",CABANG-065,1230,1170,20
PROD-0000018,"2008-04-09 00:00:00",CABANG-065,8960,8510,20
PROD-0000019,"2008-04-09 00:00:00",CABANG-065,6140,5880,90
PROD-0000020,"2008-04-09 00:00:00",CABANG-065,5370,5100,60
PROD-0000021,"2008-04-09 00:00:00",CABANG-065,12010,11410,160
PROD-0000022,"2008-04-09 00:00:00",CABANG-065,72840,69740,0
PROD-0000023,"2008-04-09 00:00:00",CABANG-065,14360,13500,20
PROD-0000024,"2008-04-09 00:00:00",CABANG-065,15130,14350,70
PROD-0000025,"2008-04-09 00:00:00",CABANG-065,10150,9570,220
PROD-0000026,"2008-04-09 00:00:00",CABANG-065,890,840,0
PROD-0000027,"2008-04-09 00:00:00",CABANG-065,12200,11560,290
